date,video_id,object_id,behavior,x,y,width,height,area,center_x,center_y
2019_11_11,000036,3,investigating,622,279,223,118,26314,733.5,338.0
2019_11_11,000036,3,investigating,582,290,250,148,37000,707.0,364.0
2019_11_11,000036,3,investigating,572,298,231,159,36729,687.5,377.5
2019_11_11,000036,3,investigating,572,298,231,157,36267,687.5,376.5
2019_11_11,000036,3,investigating,583,278,222,172,38184,694.0,364.0
2019_11_11,000036,3,investigating,601,263,216,172,37152,709.0,349.0
2019_11_11,000036,3,investigating,616,247,212,161,34132,722.0,327.5
2019_11_11,000036,3,investigating,625,242,212,166,35192,731.0,325.0
2019_11_11,000036,3,investigating,613,240,222,173,38406,724.0,326.5
2019_11_11,000036,3,investigating,611,239,223,172,38356,722.5,325.0
2019_11_11,000036,3,investigating,611,238,223,167,37241,722.5,321.5
2019_11_11,000036,3,investigating,623,237,211,178,37558,728.5,326.0
2019_11_11,000036,3,investigating,627,236,206,196,40376,730.0,334.0
2019_11_11,000036,3,investigating,637,236,196,203,39788,735.0,337.5
2019_11_11,000036,3,investigating,637,236,196,235,46060,735.0,353.5
2019_11_11,000036,3,investigating,619,253,188,235,44180,713.0,370.5
2019_11_11,000036,3,investigating,629,264,159,224,35616,708.5,376.0
2019_11_11,000036,3,investigating,629,262,159,226,35934,708.5,375.0
2019_11_11,000036,3,investigating,623,274,159,229,36411,702.5,388.5
2019_11_11,000036,3,walk,578,306,196,218,42728,676.0,415.0
2019_11_11,000036,3,walk,557,349,196,218,42728,655.0,458.0
2019_11_11,000036,3,walk,514,366,219,218,47742,623.5,475.0
2019_11_11,000036,3,walk,477,374,256,200,51200,605.0,474.0
2019_11_11,000036,3,walk,441,393,256,200,51200,569.0,493.0
2019_11_11,000036,3,walk,418,398,261,200,52200,548.5,498.0
2019_11_11,000036,3,walk,398,403,261,204,53244,528.5,505.0
2019_11_11,000036,3,eat,398,389,238,218,51884,517.0,498.0
2019_11_11,000036,3,eat,403,389,208,218,45344,507.0,498.0
2019_11_11,000036,3,eat,403,389,169,218,36842,487.5,498.0
2019_11_11,000036,3,eat,403,374,161,233,37513,483.5,490.5
2019_11_11,000036,3,eat,403,371,161,236,37996,483.5,489.0
2019_11_11,000036,3,eat,403,371,153,236,36108,479.5,489.0
2019_11_11,000036,3,eat,403,371,158,236,37288,482.0,489.0
2019_11_11,000036,3,eat,403,365,158,242,38236,482.0,486.0
2019_11_11,000036,3,eat,403,324,158,283,44714,482.0,465.5
2019_11_11,000036,3,eat,403,299,158,308,48664,482.0,453.0
2019_11_11,000036,3,walk,391,296,169,289,48841,475.5,440.5
2019_11_11,000036,3,walk,419,324,186,252,46872,512.0,450.0
2019_11_11,000036,3,walk,425,326,186,252,46872,518.0,452.0
2019_11_11,000036,3,walk,425,326,176,252,44352,513.0,452.0
2019_11_11,000036,3,walk,425,326,168,252,42336,509.0,452.0
2019_11_11,000036,3,walk,425,326,178,258,45924,514.0,455.0
2019_11_11,000036,3,walk,431,335,180,251,45180,521.0,460.5
2019_11_11,000036,3,walk,424,365,223,216,48168,535.5,473.0
2019_11_11,000036,3,walk,450,379,223,209,46607,561.5,483.5
2019_11_11,000036,3,eat,522,390,159,198,31482,601.5,489.0
2019_11_11,000036,3,eat,545,379,144,208,29952,617.0,483.0
2019_11_11,000036,3,eat,549,375,140,212,29680,619.0,481.0
2019_11_11,000036,3,eat,549,371,140,216,30240,619.0,479.0
2019_11_11,000036,3,eat,549,371,134,216,28944,616.0,479.0
2019_11_11,000036,3,eat,552,371,131,216,28296,617.5,479.0
2019_11_11,000036,3,eat,561,371,122,216,26352,622.0,479.0
2019_11_11,000036,3,eat,567,371,116,216,25056,625.0,479.0
2019_11_11,000036,3,eat,586,371,97,216,20952,634.5,479.0
2019_11_11,000036,3,eat,601,371,82,216,17712,642.0,479.0
2019_11_11,000036,3,eat,602,371,79,216,17064,641.5,479.0
2019_11_11,000036,3,eat,596,371,80,216,17280,636.0,479.0
2019_11_11,000036,3,eat,596,371,79,216,17064,635.5,479.0
2019_11_11,000036,3,eat,594,364,75,223,16725,631.5,475.5
2019_11_11,000036,3,eat,596,364,75,223,16725,633.5,475.5
2019_11_11,000036,3,eat,578,329,90,253,22770,623.0,455.5
2019_11_11,000036,3,walk,561,336,161,199,32039,641.5,435.5
2019_11_11,000036,3,walk,561,353,178,164,29192,650.0,435.0
2019_11_11,000036,3,walk,575,362,178,145,25810,664.0,434.5
2019_11_11,000036,3,walk,597,375,185,116,21460,689.5,433.0
2019_11_11,000036,3,walk,608,388,201,91,18291,708.5,433.5
2019_11_11,000036,3,walk,646,395,166,110,18260,729.0,450.0
2019_11_11,000036,3,investigating,651,399,162,107,17334,732.0,452.5
2019_11_11,000036,3,investigating,651,399,154,107,16478,728.0,452.5
2019_11_11,000036,3,investigating,651,398,154,108,16632,728.0,452.0
2019_11_11,000036,3,investigating,651,420,154,86,13244,728.0,463.0
2019_11_11,000036,3,investigating,655,420,150,86,12900,730.0,463.0
2019_11_11,000036,3,investigating,659,427,150,86,12900,734.0,470.0
2019_11_11,000036,3,investigating,663,432,150,90,13500,738.0,477.0
2019_11_11,000036,3,investigating,663,432,143,102,14586,734.5,483.0
2019_11_11,000036,3,investigating,663,432,139,132,18348,732.5,498.0
2019_11_11,000036,3,investigating,655,439,157,122,19154,733.5,500.0
2019_11_11,000036,3,investigating,661,469,151,110,16610,736.5,524.0
2019_11_11,000036,3,investigating,661,469,151,127,19177,736.5,532.5
2019_11_11,000036,3,investigating,661,469,170,127,21590,746.0,532.5
2019_11_11,000036,3,investigating,661,492,170,104,17680,746.0,544.0
2019_11_11,000036,3,investigating,661,505,170,91,15470,746.0,550.5
2019_11_11,000036,3,investigating,674,509,161,111,17871,754.5,564.5
2019_11_11,000036,3,investigating,674,512,161,108,17388,754.5,566.0
2019_11_11,000036,3,investigating,674,512,168,108,18144,758.0,566.0
2019_11_11,000036,3,investigating,674,507,168,128,21504,758.0,571.0
2019_11_11,000036,3,investigating,674,522,165,113,18645,756.5,578.5
2019_11_11,000036,3,investigating,674,506,171,129,22059,759.5,570.5
2019_11_11,000036,3,investigating,674,482,171,153,26163,759.5,558.5
2019_11_11,000036,3,investigating,674,439,155,196,30380,751.5,537.0
2019_11_11,000036,3,investigating,674,435,169,208,35152,758.5,539.0
2019_11_11,000036,4,sleep,492,222,208,154,32032,596.0,299.0
2019_11_11,000036,4,sleep,492,222,208,154,32032,596.0,299.0
2019_11_11,000036,4,sleep,477,225,223,151,33673,588.5,300.5
2019_11_11,000036,4,sleep,477,225,223,151,33673,588.5,300.5
2019_11_11,000036,4,sleep,477,225,223,151,33673,588.5,300.5
2019_11_11,000036,4,sleep,477,225,223,152,33896,588.5,301.0
2019_11_11,000036,4,sleep,477,225,223,131,29213,588.5,290.5
2019_11_11,000036,4,sleep,477,225,223,138,30774,588.5,294.0
2019_11_11,000036,4,sleep,477,225,223,135,30105,588.5,292.5
2019_11_11,000036,4,sleep,477,225,223,135,30105,588.5,292.5
2019_11_11,000036,4,sleep,477,225,223,135,30105,588.5,292.5
2019_11_11,000036,4,sleep,477,225,223,145,32335,588.5,297.5
2019_11_11,000036,4,sleep,477,225,223,113,25199,588.5,281.5
2019_11_11,000036,4,sleep,477,225,223,142,31666,588.5,296.0
2019_11_11,000036,4,sleep,477,225,223,142,31666,588.5,296.0
2019_11_11,000036,4,sleep,477,225,223,152,33896,588.5,301.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,149,33227,588.5,299.5
2019_11_11,000036,4,sleep,477,225,223,136,30328,588.5,293.0
2019_11_11,000036,4,sleep,477,225,223,122,27206,588.5,286.0
2019_11_11,000036,4,sleep,477,225,223,126,28098,588.5,288.0
2019_11_11,000036,4,sleep,477,225,223,128,28544,588.5,289.0
2019_11_11,000036,4,sleep,477,225,223,149,33227,588.5,299.5
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,154,34342,588.5,302.0
2019_11_11,000036,4,sleep,477,225,223,152,33896,588.5,301.0
2019_11_11,000036,4,sleep,477,225,223,145,32335,588.5,297.5
2019_11_11,000036,4,sleep,477,225,223,92,20516,588.5,271.0
2019_11_11,000036,4,sleep,477,225,223,100,22300,588.5,275.0
2019_11_11,000036,4,sleep,507,225,193,105,20265,603.5,277.5
2019_11_11,000036,4,sleep,486,225,214,105,22470,593.0,277.5
2019_11_11,000036,4,sleep,486,225,214,134,28676,593.0,292.0
2019_11_11,000036,4,sleep,486,225,214,159,34026,593.0,304.5
2019_11_11,000036,4,sleep,482,225,218,159,34662,591.0,304.5
2019_11_11,000036,4,sleep,482,225,218,150,32700,591.0,300.0
2019_11_11,000036,4,sleep,482,225,218,113,24634,591.0,281.5
2019_11_11,000036,4,sleep,482,225,218,99,21582,591.0,274.5
2019_11_11,000036,4,sleep,482,225,218,100,21800,591.0,275.0
2019_11_11,000036,4,sleep,482,225,218,96,20928,591.0,273.0
2019_11_11,000036,4,sleep,482,225,218,97,21146,591.0,273.5
2019_11_11,000036,4,sleep,482,225,218,104,22672,591.0,277.0
2019_11_11,000036,4,sleep,482,225,218,114,24852,591.0,282.0
2019_11_11,000036,4,sleep,482,225,218,123,26814,591.0,286.5
2019_11_11,000036,5,investigating,698,361,212,179,37948,804.0,450.5
2019_11_11,000036,5,investigating,678,361,232,179,41528,794.0,450.5
2019_11_11,000036,5,investigating,702,361,208,199,41392,806.0,460.5
2019_11_11,000036,5,investigating,702,406,208,154,32032,806.0,483.0
2019_11_11,000036,5,walk,729,332,181,228,41268,819.5,446.0
2019_11_11,000036,5,walk,754,270,164,250,41000,836.0,395.0
2019_11_11,000036,5,walk,752,203,164,250,41000,834.0,328.0
2019_11_11,000036,5,playwithtoy,756,166,164,250,41000,838.0,291.0
2019_11_11,000036,5,playwithtoy,756,136,164,280,45920,838.0,276.0
2019_11_11,000036,5,investigating,726,136,194,252,48888,823.0,262.0
2019_11_11,000036,5,investigating,726,136,194,230,44620,823.0,251.0
2019_11_11,000036,5,investigating,686,176,234,166,38844,803.0,259.0
2019_11_11,000036,5,investigating,673,173,234,166,38844,790.0,256.0
2019_11_11,000036,5,investigating,644,172,234,166,38844,761.0,255.0
2019_11_11,000036,5,investigating,623,174,243,166,40338,744.5,257.0
2019_11_11,000036,5,investigating,662,174,224,183,40992,774.0,265.5
2019_11_11,000036,5,investigating,662,148,224,223,49952,774.0,259.5
2019_11_11,000036,5,investigating,725,152,180,223,40140,815.0,263.5
2019_11_11,000036,5,investigating,725,152,180,229,41220,815.0,266.5
2019_11_11,000036,5,investigating,736,164,210,173,36330,841.0,250.5
2019_11_11,000036,5,lying,709,128,210,173,36330,814.0,214.5
2019_11_11,000036,5,lying,709,128,210,192,40320,814.0,224.0
2019_11_11,000036,5,lying,704,128,210,192,40320,809.0,224.0
2019_11_11,000036,5,lying,704,128,210,183,38430,809.0,219.5
2019_11_11,000036,5,standing,739,153,210,183,38430,844.0,244.5
2019_11_11,000036,5,walk,743,156,210,183,38430,848.0,247.5
2019_11_11,000036,5,walk,812,203,210,183,38430,917.0,294.5
2019_11_11,000036,5,walk,856,259,210,169,35490,961.0,343.5
2019_11_11,000036,5,walk,897,331,210,169,35490,1002.0,415.5
2019_11_11,000036,5,walk,931,333,210,169,35490,1036.0,417.5
2019_11_11,000036,5,walk,968,364,191,134,25594,1063.5,431.0
2019_11_11,000036,5,walk,1013,377,191,134,25594,1108.5,444.0
2019_11_11,000036,5,drink,1048,377,146,177,25842,1121.0,465.5
2019_11_11,000036,5,drink,1048,380,146,177,25842,1121.0,468.5
2019_11_11,000036,5,walk,1048,398,146,123,17958,1121.0,459.5
2019_11_11,000036,5,walk,1058,355,143,166,23738,1129.5,438.0
2019_11_11,000036,5,walk,1078,337,143,166,23738,1149.5,420.0
2019_11_11,000036,5,walk,1095,294,143,188,26884,1166.5,388.0
2019_11_11,000036,5,walk,1094,280,143,188,26884,1165.5,374.0
2019_11_11,000036,5,investigating,1092,257,143,188,26884,1163.5,351.0
2019_11_11,000036,5,investigating,1095,236,143,188,26884,1166.5,330.0
2019_11_11,000036,5,investigating,1096,233,143,188,26884,1167.5,327.0
2019_11_11,000036,5,investigating,1071,233,168,188,31584,1155.0,327.0
2019_11_11,000036,5,investigating,1071,261,168,160,26880,1155.0,341.0
2019_11_11,000036,5,walk,1059,261,180,160,28800,1149.0,341.0
2019_11_11,000036,5,walk,1009,259,180,160,28800,1099.0,339.0
2019_11_11,000036,5,walk,968,256,180,160,28800,1058.0,336.0
2019_11_11,000036,5,walk,844,261,213,160,34080,950.5,341.0
2019_11_11,000036,5,walk,784,271,224,160,35840,896.0,351.0
2019_11_11,000036,5,investigating,761,276,224,160,35840,873.0,356.0
2019_11_11,000036,5,walk,705,271,232,160,37120,821.0,351.0
2019_11_11,000036,5,walk,653,291,232,160,37120,769.0,371.0
2019_11_11,000036,5,walk,633,299,232,160,37120,749.0,379.0
2019_11_11,000036,5,walk,559,314,267,144,38448,692.5,386.0
2019_11_11,000036,5,walk,459,333,288,144,41472,603.0,405.0
2019_11_11,000036,5,walk,295,348,321,187,60027,455.5,441.5
2019_11_11,000036,5,walk,224,387,317,269,85273,382.5,521.5
2019_11_11,000036,5,drink,187,405,332,289,95948,353.0,549.5
2019_11_11,000036,5,drink,187,405,332,310,102920,353.0,560.0
2019_11_11,000036,5,investigating,171,406,332,310,102920,337.0,561.0
2019_11_11,000036,5,investigating,171,441,332,275,91300,337.0,578.5
2019_11_11,000036,5,investigating,171,441,332,275,91300,337.0,578.5
2019_11_11,000036,6,investigating,521,374,211,181,38191,626.5,464.5
2019_11_11,000036,6,investigating,516,327,211,189,39879,621.5,421.5
2019_11_11,000036,6,investigating,587,281,177,235,41595,675.5,398.5
2019_11_11,000036,6,investigating,562,281,193,258,49794,658.5,410.0
2019_11_11,000036,6,investigating,532,272,215,258,55470,639.5,401.0
2019_11_11,000036,6,investigating,528,243,215,258,55470,635.5,372.0
2019_11_11,000036,6,investigating,562,260,215,258,55470,669.5,389.0
2019_11_11,000036,6,investigating,597,260,180,258,46440,687.0,389.0
2019_11_11,000036,6,investigating,597,260,166,270,44820,680.0,395.0
2019_11_11,000036,6,investigating,618,261,166,270,44820,701.0,396.0
2019_11_11,000036,6,investigating,635,262,166,270,44820,718.0,397.0
2019_11_11,000036,6,investigating,635,262,166,232,38512,718.0,378.0
2019_11_11,000036,6,investigating,650,246,166,232,38512,733.0,362.0
2019_11_11,000036,6,investigating,653,237,166,232,38512,736.0,353.0
2019_11_11,000036,6,investigating,663,235,166,232,38512,746.0,351.0
2019_11_11,000036,6,investigating,661,257,166,222,36852,744.0,368.0
2019_11_11,000036,6,investigating,661,257,129,254,32766,725.5,384.0
2019_11_11,000036,6,investigating,661,278,154,233,35882,738.0,394.5
2019_11_11,000036,6,investigating,661,324,198,158,31284,760.0,403.0
2019_11_11,000036,6,investigating,726,277,224,201,45024,838.0,377.5
2019_11_11,000036,6,investigating,726,291,224,187,41888,838.0,384.5
2019_11_11,000036,6,investigating,719,291,193,187,36091,815.5,384.5
2019_11_11,000036,6,investigating,761,289,193,187,36091,857.5,382.5
2019_11_11,000036,6,investigating,764,284,208,187,38896,868.0,377.5
2019_11_11,000036,6,investigating,764,261,176,210,36960,852.0,366.0
2019_11_11,000036,6,investigating,741,230,176,244,42944,829.0,352.0
2019_11_11,000036,6,investigating,774,229,176,244,42944,862.0,351.0
2019_11_11,000036,6,investigating,775,231,176,210,36960,863.0,336.0
2019_11_11,000036,6,investigating,811,199,176,210,36960,899.0,304.0
2019_11_11,000036,6,investigating,811,199,176,226,39776,899.0,312.0
2019_11_11,000036,6,investigating,812,210,176,226,39776,900.0,323.0
2019_11_11,000036,6,investigating,753,245,201,200,40200,853.5,345.0
2019_11_11,000036,6,investigating,753,245,226,200,45200,866.0,345.0
2019_11_11,000036,6,investigating,738,234,226,200,45200,851.0,334.0
2019_11_11,000036,6,investigating,724,228,234,167,39078,841.0,311.5
2019_11_11,000036,6,investigating,712,228,234,167,39078,829.0,311.5
2019_11_11,000036,6,investigating,700,221,234,167,39078,817.0,304.5
2019_11_11,000036,6,investigating,721,247,234,156,36504,838.0,325.0
2019_11_11,000036,6,investigating,728,260,223,171,38133,839.5,345.5
2019_11_11,000036,6,investigating,734,265,207,223,46161,837.5,376.5
2019_11_11,000036,6,investigating,746,278,193,236,45548,842.5,396.0
2019_11_11,000036,6,investigating,746,263,193,251,48443,842.5,388.5
2019_11_11,000036,6,walk,773,313,193,218,42074,869.5,422.0
2019_11_11,000036,6,walk,815,359,202,165,33330,916.0,441.5
2019_11_11,000036,6,walk,900,370,202,165,33330,1001.0,452.5
2019_11_11,000036,6,walk,947,398,202,165,33330,1048.0,480.5
2019_11_11,000036,6,walk,956,399,202,165,33330,1057.0,481.5
2019_11_11,000036,6,drink,1000,402,193,165,31845,1096.5,484.5
2019_11_11,000036,6,drink,1003,402,190,168,31920,1098.0,486.0
2019_11_11,000036,6,investigating,1019,402,174,182,31668,1106.0,493.0
2019_11_11,000036,6,standing,1004,447,174,143,24882,1091.0,518.5
2019_11_11,000036,6,standing,985,439,196,143,28028,1083.0,510.5
2019_11_11,000036,6,walk,942,415,198,143,28314,1041.0,486.5
2019_11_11,000036,6,walk,913,397,199,143,28457,1012.5,468.5
2019_11_11,000036,6,walk,862,393,200,143,28600,962.0,464.5
2019_11_11,000036,6,walk,815,391,212,143,30316,921.0,462.5
2019_11_11,000036,6,investigating,803,385,212,143,30316,909.0,456.5
2019_11_11,000036,6,investigating,784,386,212,143,30316,890.0,457.5
2019_11_11,000036,6,investigating,765,391,212,143,30316,871.0,462.5
2019_11_11,000036,6,investigating,770,411,212,143,30316,876.0,482.5
2019_11_11,000036,6,investigating,759,405,228,143,32604,873.0,476.5
2019_11_11,000036,6,investigating,744,412,228,143,32604,858.0,483.5
2019_11_11,000036,6,investigating,717,401,228,143,32604,831.0,472.5
2019_11_11,000036,6,investigating,714,406,228,143,32604,828.0,477.5
2019_11_11,000036,6,investigating,684,414,228,143,32604,798.0,485.5
2019_11_11,000036,6,investigating,684,414,208,143,29744,788.0,485.5
2019_11_11,000036,6,investigating,684,366,208,191,39728,788.0,461.5
2019_11_11,000036,6,investigating,680,337,189,211,39879,774.5,442.5
2019_11_11,000036,6,investigating,680,337,189,240,45360,774.5,457.0
2019_11_11,000036,6,investigating,722,337,147,240,35280,795.5,457.0
2019_11_11,000036,6,investigating,722,378,147,199,29253,795.5,477.5
2019_11_11,000036,6,investigating,685,378,184,199,36616,777.0,477.5
2019_11_11,000036,6,investigating,642,393,227,176,39952,755.5,481.0
2019_11_11,000036,6,nose-to-nose,618,393,251,176,44176,743.5,481.0
2019_11_11,000036,6,fight,652,390,217,179,38843,760.5,479.5
2019_11_11,000036,6,fight,710,337,186,263,48918,803.0,468.5
2019_11_11,000036,6,fight,677,379,244,206,50264,799.0,482.0
2019_11_11,000036,6,standing,681,382,223,221,49283,792.5,492.5
2019_11_11,000036,6,standing,681,382,223,257,57311,792.5,510.5
2019_11_11,000036,6,standing,711,382,193,257,49601,807.5,510.5
2019_11_11,000036,6,standing,758,357,168,257,43176,842.0,485.5
2019_11_11,000036,6,standing,769,357,168,257,43176,853.0,485.5
2019_11_11,000036,6,standing,784,340,168,257,43176,868.0,468.5
2019_11_11,000036,6,standing,776,333,146,257,37522,849.0,461.5
2019_11_11,000036,6,standing,775,328,146,242,35332,848.0,449.0
2019_11_11,000036,6,standing,789,328,153,242,37026,865.5,449.0
2019_11_11,000036,6,walk,788,382,170,188,31960,873.0,476.0
2019_11_11,000036,6,walk,802,394,170,188,31960,887.0,488.0
2019_11_11,000036,6,walk,806,453,184,156,28704,898.0,531.0
2019_11_11,000036,6,walk,751,453,239,156,37284,870.5,531.0
2019_11_11,000036,6,walk,710,474,239,156,37284,829.5,552.0
2019_11_11,000036,6,walk,630,472,239,156,37284,749.5,550.0
2019_11_11,000036,6,walk,567,460,260,156,40560,697.0,538.0
2019_11_11,000036,6,walk,520,426,273,170,46410,656.5,511.0
2019_11_11,000036,6,walk,484,357,263,205,53915,615.5,459.5
2019_11_11,000036,6,walk,484,317,243,245,59535,605.5,439.5
2019_11_11,000036,6,investigating,484,301,234,261,61074,601.0,431.5
2019_11_11,000036,6,investigating,496,301,222,261,57942,607.0,431.5
2019_11_11,000036,6,investigating,492,301,226,261,58986,605.0,431.5
2019_11_11,000036,6,investigating,465,323,253,239,60467,591.5,442.5
2019_11_11,000036,6,investigating,425,343,293,219,64167,571.5,452.5
2019_11_11,000036,6,investigating,405,344,293,219,64167,551.5,453.5
2019_11_11,000036,6,investigating,369,324,293,219,64167,515.5,433.5
2019_11_11,000036,6,investigating,353,320,293,219,64167,499.5,429.5
2019_11_11,000036,6,investigating,305,320,339,219,74241,474.5,429.5
2019_11_11,000036,6,investigating,248,362,339,219,74241,417.5,471.5
2019_11_11,000036,6,investigating,237,362,339,219,74241,406.5,471.5
2019_11_11,000036,6,investigating,244,328,277,278,77006,382.5,467.0
2019_11_11,000036,6,investigating,239,328,282,278,78396,380.0,467.0
2019_11_11,000036,6,investigating,200,328,321,278,89238,360.5,467.0
2019_11_11,000036,6,investigating,175,328,346,278,96188,348.0,467.0
2019_11_11,000036,6,investigating,175,359,346,247,85462,348.0,482.5
2019_11_11,000036,6,investigating,175,359,346,288,99648,348.0,503.0
2019_11_11,000036,6,investigating,175,359,296,288,85248,323.0,503.0
2019_11_11,000036,6,investigating,151,379,296,288,85248,299.0,523.0
2019_11_11,000036,6,investigating,151,379,296,321,95016,299.0,539.5
2019_11_11,000036,6,investigating,151,379,296,297,87912,299.0,527.5
2019_11_11,000036,6,investigating,132,400,296,297,87912,280.0,548.5
2019_11_11,000036,6,investigating,166,400,235,316,74260,283.5,558.0
2019_11_11,000036,6,investigating,166,400,201,316,63516,266.5,558.0
2019_11_11,000036,6,investigating,166,379,201,337,67737,266.5,547.5
2019_11_11,000036,6,investigating,166,346,201,354,71154,266.5,523.0
2019_11_11,000036,6,investigating,195,354,201,354,71154,295.5,531.0
2019_11_11,000036,6,investigating,195,381,219,327,71613,304.5,544.5
2019_11_11,000036,6,investigating,176,447,238,261,62118,295.0,577.5
2019_11_11,000036,6,investigating,176,447,271,201,54471,311.5,547.5
2019_11_11,000036,6,investigating,166,396,310,269,83390,321.0,530.5
2019_11_11,000036,6,investigating,219,279,279,328,91512,358.5,443.0
2019_11_11,000036,6,investigating,300,261,245,328,80360,422.5,425.0
2019_11_11,000036,6,investigating,315,257,245,282,69090,437.5,398.0
2019_11_11,000036,6,investigating,309,259,272,265,72080,445.0,391.5
2019_11_11,000036,6,fight,329,251,272,265,72080,465.0,383.5
2019_11_11,000036,6,fight,318,251,266,265,70490,451.0,383.5
2019_11_11,000036,6,fight,318,209,219,307,67233,427.5,362.5
2019_11_11,000036,6,investigating,333,181,254,307,77978,460.0,334.5
2019_11_11,000036,6,investigating,331,182,282,290,81780,472.0,327.0
2019_11_11,000036,6,investigating,331,182,309,237,73233,485.5,300.5
2019_11_11,000036,6,investigating,331,182,277,254,70358,469.5,309.0
2019_11_11,000036,6,investigating,331,233,277,203,56231,469.5,334.5
2019_11_11,000036,6,investigating,332,236,293,203,59479,478.5,337.5
2019_11_11,000036,6,investigating,332,211,293,228,66804,478.5,325.0
2019_11_11,000036,6,investigating,332,190,293,249,72957,478.5,314.5
2019_11_11,000036,6,investigating,332,224,293,215,62995,478.5,331.5
2019_11_11,000036,6,investigating,332,269,293,170,49810,478.5,354.0
2019_11_11,000036,6,investigating,365,272,293,170,49810,511.5,357.0
2019_11_11,000036,6,investigating,392,272,320,170,54400,552.0,357.0
2019_11_11,000036,6,investigating,392,272,302,138,41676,543.0,341.0
2019_11_11,000036,6,investigating,406,274,302,138,41676,557.0,343.0
2019_11_11,000036,6,investigating,409,274,302,138,41676,560.0,343.0
2019_11_11,000036,6,investigating,415,263,302,138,41676,566.0,332.0
2019_11_11,000036,6,investigating,456,263,261,138,36018,586.5,332.0
2019_11_11,000036,6,investigating,443,263,261,138,36018,573.5,332.0
2019_11_11,000036,6,lying,441,283,261,138,36018,571.5,352.0
2019_11_11,000036,6,lying,429,283,273,138,37674,565.5,352.0
2019_11_11,000036,6,lying,429,283,273,123,33579,565.5,344.5
2019_11_11,000036,6,lying,429,283,273,123,33579,565.5,344.5
2019_11_11,000036,7,eat,404,334,206,289,59534,507.0,478.5
2019_11_11,000036,7,eat,404,339,205,284,58220,506.5,481.0
2019_11_11,000036,7,eat,404,403,286,220,62920,547.0,513.0
2019_11_11,000036,7,eat,483,382,205,224,45920,585.5,494.0
2019_11_11,000036,7,eat,494,381,205,224,45920,596.5,493.0
2019_11_11,000036,7,eat,494,376,205,229,46945,596.5,490.5
2019_11_11,000036,7,eat,552,375,158,221,34918,631.0,485.5
2019_11_11,000036,7,eat,547,374,168,217,36456,631.0,482.5
2019_11_11,000036,7,eat,524,318,177,279,49383,612.5,457.5
2019_11_11,000036,7,eat,518,325,182,269,48958,609.0,459.5
2019_11_11,000036,7,investigating,506,326,187,271,50677,599.5,461.5
2019_11_11,000036,7,investigating,497,334,190,265,50350,592.0,466.5
2019_11_11,000036,7,investigating,503,339,193,247,47671,599.5,462.5
2019_11_11,000036,7,investigating,491,352,245,194,47530,613.5,449.0
2019_11_11,000036,7,investigating,472,365,265,209,55385,604.5,469.5
2019_11_11,000036,7,investigating,462,379,272,208,56576,598.0,483.0
2019_11_11,000036,7,eat,477,388,273,208,56784,613.5,492.0
2019_11_11,000036,7,eat,438,410,212,207,43884,544.0,513.5
2019_11_11,000036,7,eat,447,407,216,210,45360,555.0,512.0
2019_11_11,000036,7,eat,455,408,219,212,46428,564.5,514.0
2019_11_11,000036,7,eat,435,394,223,226,50398,546.5,507.0
2019_11_11,000036,7,eat,424,402,225,218,49050,536.5,511.0
2019_11_11,000036,7,eat,415,369,209,251,52459,519.5,494.5
2019_11_11,000036,7,investigating,400,310,230,309,71070,515.0,464.5
2019_11_11,000036,7,investigating,391,319,232,300,69600,507.0,469.0
2019_11_11,000036,7,investigating,365,312,237,294,69678,483.5,459.0
2019_11_11,000036,7,investigating,356,343,239,261,62379,475.5,473.5
2019_11_11,000036,7,investigating,350,374,240,229,54960,470.0,488.5
2019_11_11,000036,7,investigating,340,408,252,195,49140,466.0,505.5
2019_11_11,000036,7,investigating,350,381,256,222,56832,478.0,492.0
2019_11_11,000036,7,investigating,335,381,257,231,59367,463.5,496.5
2019_11_11,000036,7,investigating,316,392,258,236,60888,445.0,510.0
2019_11_11,000036,7,investigating,312,403,259,241,62419,441.5,523.5
2019_11_11,000036,7,investigating,320,369,262,261,68382,451.0,499.5
2019_11_11,000036,7,investigating,312,397,263,240,63120,443.5,517.0
2019_11_11,000036,7,investigating,312,405,267,230,61410,445.5,520.0
2019_11_11,000036,7,investigating,315,433,288,182,52416,459.0,524.0
